collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,61,43,18,12.4%,14.6%,9.0%,16027,16027,0,1.4%,3.2%,0.0%,3.3%,2.3%,5.6%,0.0%,0.0%,0.0%,27.9%,34.9%,11.1%
WOODLAWN HOSPITAL,47,30,17,9.5%,10.2%,8.5%,132355,46034,86321,11.2%,9.3%,12.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,53.2%,33.3%,88.2%
MIDLAND CREDIT MANAGEMENT INC,46,29,17,9.3%,9.9%,8.5%,59407,29321,30086,5.0%,5.9%,4.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,32.6%,20.7%,52.9%
PORTFOLIO RECOVERY ASSOCIATES LLC,34,19,15,6.9%,6.5%,7.5%,24828,11189,13639,2.1%,2.3%,2.0%,2.9%,0.0%,6.7%,0.0%,0.0%,0.0%,44.1%,21.1%,73.3%
CAPITAL ONE BANK (USA) NA,28,16,12,5.7%,5.4%,6.0%,48210,32108,16102,4.1%,6.5%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,50.0%,33.3%
COMMUNITYWIDE FEDERAL CREDIT UNION,27,15,12,5.5%,5.1%,6.0%,104876,424,104452,8.9%,0.1%,15.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,29.6%,0.0%,66.7%
JEFFERSON CAPITAL SYSTEMS LLC,20,11,9,4.1%,3.7%,4.5%,7897,692,7205,0.7%,0.1%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,9.1%,33.3%
DISCOVER BANK,18,13,5,3.7%,4.4%,2.5%,69843,54248,15595,5.9%,10.9%,2.3%,5.6%,7.7%,0.0%,0.0%,0.0%,0.0%,50.0%,46.2%,60.0%
SAC FINANCE INC,15,9,6,3.0%,3.1%,3.0%,77463,11319,66144,6.6%,2.3%,9.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,53.3%,22.2%,100.0%
CITIBANK NA,11,9,2,2.2%,3.1%,1.0%,30513,25555,4959,2.6%,5.2%,0.7%,18.2%,22.2%,0.0%,0.0%,0.0%,0.0%,54.5%,55.6%,50.0%
CROWN ASSET MANAGEMENT LLC,9,7,2,1.8%,2.4%,1.0%,4167,1489,2678,0.4%,0.3%,0.4%,11.1%,0.0%,50.0%,0.0%,0.0%,0.0%,66.7%,57.1%,100.0%
