collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
southeast missouri hospital association,204,44,160,23.6%,27.5%,22.7%,0,0,0,0%,0%,0%,12.7%,9.1%,13.8%,44.6%,45.5%,44.4%,95.1%,81.8%,98.8%
portfolio recovery associates llc,114,7,107,13.2%,4.4%,15.2%,0,0,0,0%,0%,0%,11.4%,14.3%,11.2%,30.7%,14.3%,31.8%,100.0%,100.0%,100.0%
lvnv funding llc,109,34,75,12.6%,21.3%,10.7%,0,0,0,0%,0%,0%,6.4%,8.8%,5.3%,32.1%,29.4%,33.3%,90.8%,73.5%,98.7%
midland credit management inc,67,14,53,7.8%,8.8%,7.5%,0,0,0,0%,0%,0%,11.9%,0.0%,15.1%,35.8%,50.0%,32.1%,92.5%,92.9%,92.5%
credit bureau services llc as assignee of cape radiology,56,7,49,6.5%,4.4%,7.0%,0,0,0,0%,0%,0%,3.6%,14.3%,2.0%,57.1%,42.9%,59.2%,98.2%,85.7%,100.0%
cavalry spv i llc,28,4,24,3.2%,2.5%,3.4%,0,0,0,0%,0%,0%,7.1%,25.0%,4.2%,42.9%,25.0%,45.8%,92.9%,50.0%,100.0%
midland credit management,25,4,21,2.9%,2.5%,3.0%,0,0,0,0%,0%,0%,12.0%,0.0%,14.3%,52.0%,75.0%,47.6%,100.0%,100.0%,100.0%
bank of america na,19,2,17,2.2%,1.3%,2.4%,0,0,0,0%,0%,0%,31.6%,0.0%,35.3%,36.8%,100.0%,29.4%,100.0%,100.0%,100.0%
midland funding llc,19,3,16,2.2%,1.9%,2.3%,0,0,0,0%,0%,0%,15.8%,0.0%,18.8%,47.4%,33.3%,50.0%,100.0%,100.0%,100.0%
citibank na,15,1,14,1.7%,0.6%,2.0%,0,0,0,0%,0%,0%,20.0%,0.0%,21.4%,20.0%,0.0%,21.4%,100.0%,100.0%,100.0%
capital one bank (usa) na,13,1,12,1.5%,0.6%,1.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,15.4%,0.0%,16.7%,92.3%,0.0%,100.0%
