collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,467,302,165,15.5%,19.5%,11.3%,279090,194122,84968,4.6%,8.4%,2.2%,10.5%,16.2%,0.0%,0.0%,0.0%,0.0%,48.8%,47.4%,51.5%
PORTFOLIO RECOVERY ASSOCIATES LLC,311,147,164,10.3%,9.5%,11.2%,306259,133402,172857,5.0%,5.8%,4.5%,3.2%,2.7%,3.7%,0.0%,0.0%,0.0%,52.1%,42.9%,60.4%
MIDLAND CREDIT MANAGEMENT INC,267,136,131,8.9%,8.8%,9.0%,371770,100194,271575,6.1%,4.3%,7.1%,1.5%,2.2%,0.8%,0.0%,0.0%,0.0%,49.4%,32.4%,67.2%
DISCOVER BANK,172,121,51,5.7%,7.8%,3.5%,391578,220619,170958,6.4%,9.5%,4.5%,14.0%,14.9%,11.8%,0.0%,0.0%,0.0%,45.3%,37.2%,64.7%
CAPITAL ONE BANK (USA) NA,167,131,36,5.5%,8.4%,2.5%,269808,169146,100662,4.4%,7.3%,2.6%,7.8%,9.2%,2.8%,0.0%,0.0%,0.0%,46.1%,44.3%,52.8%
JEFFERSON CAPITAL SYSTEMS LLC,131,35,96,4.4%,2.3%,6.6%,197963,27513,170449,3.2%,1.2%,4.5%,11.5%,37.1%,2.1%,0.0%,0.0%,0.0%,54.2%,25.7%,64.6%
HERITAGE ACCEPTANCE CORPORATION,124,51,73,4.1%,3.3%,5.0%,300570,221335,79235,4.9%,9.5%,2.1%,16.1%,35.3%,2.7%,0.0%,0.0%,0.0%,36.3%,60.8%,19.2%
CROWN ASSET MANAGEMENT LLC,84,43,41,2.8%,2.8%,2.8%,108690,61766,46924,1.8%,2.7%,1.2%,8.3%,7.0%,9.8%,0.0%,0.0%,0.0%,73.8%,62.8%,85.4%
CAVALRY SPV I LLC,74,28,46,2.5%,1.8%,3.2%,96314,31235,65079,1.6%,1.3%,1.7%,9.5%,17.9%,4.3%,0.0%,0.0%,0.0%,62.2%,35.7%,78.3%
COMMUNITYWIDE FEDERAL CREDIT UNION,63,26,37,2.1%,1.7%,2.5%,220255,14040,206215,3.6%,0.6%,5.4%,6.3%,15.4%,0.0%,0.0%,0.0%,0.0%,44.4%,19.2%,62.2%
CITIBANK NA,63,27,36,2.1%,1.7%,2.5%,171854,58415,113439,2.8%,2.5%,3.0%,23.8%,33.3%,16.7%,0.0%,0.0%,0.0%,74.6%,63.0%,83.3%
MIDLAND FUNDING LLC,49,5,44,1.6%,0.3%,3.0%,83398,5848,77550,1.4%,0.3%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,71.4%,100.0%,68.2%
ONEMAIN FINANCIAL GROUP LLC,47,28,19,1.6%,1.8%,1.3%,180507,88704,91804,2.9%,3.8%,2.4%,6.4%,7.1%,5.3%,0.0%,0.0%,0.0%,59.6%,42.9%,84.2%
CREDIT ACCEPTANCE CORP.,46,23,23,1.5%,1.5%,1.6%,190996,62520,128476,3.1%,2.7%,3.4%,13.0%,26.1%,0.0%,0.0%,0.0%,0.0%,58.7%,43.5%,73.9%
SYNCHRONY BANK,45,38,7,1.5%,2.4%,0.5%,64202,64202,0,1.0%,2.8%,0.0%,17.8%,13.2%,42.9%,0.0%,0.0%,0.0%,57.8%,52.6%,85.7%
UNIFUND CCR LLC,43,1,42,1.4%,0.1%,2.9%,47504,0,47504,0.8%,0.0%,1.2%,2.3%,0.0%,2.4%,0.0%,0.0%,0.0%,67.4%,0.0%,69.0%
BANK OF AMERICA NA,42,17,25,1.4%,1.1%,1.7%,188632,49539,139093,3.1%,2.1%,3.7%,21.4%,29.4%,16.0%,0.0%,0.0%,0.0%,57.1%,17.6%,84.0%
SECOND ROUND SUB LLC,39,8,31,1.3%,0.5%,2.1%,51869,1204,50664,0.8%,0.1%,1.3%,2.6%,0.0%,3.2%,0.0%,0.0%,0.0%,76.9%,37.5%,87.1%
GATEWAY FINANCIAL SOLUTIONS,32,27,5,1.1%,1.7%,0.3%,65056,33545,31510,1.1%,1.4%,0.8%,34.4%,40.7%,0.0%,0.0%,0.0%,0.0%,31.3%,18.5%,100.0%
TRUSTMARK RECOVERY SERVICES,28,12,16,0.9%,0.8%,1.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.6%,0.0%,50.0%
FRANCISCAN HEALTH MICHIGAN CITY,21,6,15,0.7%,0.4%,1.0%,121586,31976,89610,2.0%,1.4%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,85.7%,50.0%,100.0%
CAVALRY SPV I LLC AS ASSIGNEE OF CITIBANK NA,21,8,13,0.7%,0.5%,0.9%,70792,33542,37250,1.2%,1.4%,1.0%,14.3%,12.5%,15.4%,0.0%,0.0%,0.0%,71.4%,62.5%,76.9%
CREDIT CORP SOLUTIONS INC,20,8,12,0.7%,0.5%,0.8%,31655,6222,25433,0.5%,0.3%,0.7%,10.0%,25.0%,0.0%,0.0%,0.0%,0.0%,70.0%,62.5%,75.0%
LAPORTE HOSPITAL COMPANY LLC D/B/A LAPORTE HOSPITAL,20,15,5,0.7%,1.0%,0.3%,104315,89637,14678,1.7%,3.9%,0.4%,40.0%,53.3%,0.0%,0.0%,0.0%,0.0%,40.0%,33.3%,60.0%
TD BANK USA NA,18,16,2,0.6%,1.0%,0.1%,10127,5116,5012,0.2%,0.2%,0.1%,5.6%,6.3%,0.0%,0.0%,0.0%,0.0%,44.4%,37.5%,100.0%
ORBIT LEASING INC,18,6,12,0.6%,0.4%,0.8%,86324,21388,64937,1.4%,0.9%,1.7%,11.1%,33.3%,0.0%,0.0%,0.0%,0.0%,72.2%,50.0%,83.3%
TEACHERS CREDIT UNION,17,5,12,0.6%,0.3%,0.8%,97940,8680,89260,1.6%,0.4%,2.3%,5.9%,20.0%,0.0%,0.0%,0.0%,0.0%,76.5%,40.0%,91.7%
ABSOLUTE RESOLUTIONS INVESTMENTS LLC,17,8,9,0.6%,0.5%,0.6%,46987,11685,35302,0.8%,0.5%,0.9%,11.8%,0.0%,22.2%,0.0%,0.0%,0.0%,41.2%,37.5%,44.4%
MIDLAND CREDIT MANAGEMENTINC,17,2,15,0.6%,0.1%,1.0%,50544,8375,42169,0.8%,0.4%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,82.4%,100.0%,80.0%
CAVALRY SPV ILLC,16,2,14,0.5%,0.1%,1.0%,46553,1177,45376,0.8%,0.1%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.5%,100.0%,85.7%
DNF ASSOCIATES LLC,15,15,0,0.5%,1.0%,0.0%,19604,19604,0,0.3%,0.8%,0.0%,20.0%,20.0%,0.0%,0.0%,0.0%,0.0%,60.0%,60.0%,0.0%
HORIZON BANK,12,6,6,0.4%,0.4%,0.4%,114873,29750,85124,1.9%,1.3%,2.2%,8.3%,16.7%,0.0%,0.0%,0.0%,0.0%,83.3%,83.3%,83.3%
LAPORTE COMMUNITY FEDERAL CREDIT UNION,12,5,7,0.4%,0.3%,0.5%,67131,17826,49306,1.1%,0.8%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,40.0%,85.7%
