collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,457,302,155,15.0%,18.9%,10.7%,201013,125038,75975,3.4%,5.5%,2.1%,7.9%,11.6%,0.6%,0.0%,0.0%,0.0%,33.5%,26.2%,47.7%
MIDLAND CREDIT MANAGEMENT INC,434,225,209,14.2%,14.1%,14.4%,414618,152602,262016,7.1%,6.7%,7.3%,6.2%,11.6%,0.5%,0.0%,0.0%,0.0%,46.3%,28.9%,65.1%
PORTFOLIO RECOVERY ASSOCIATES LLC,264,96,168,8.7%,6.0%,11.6%,293834,89784,204050,5.0%,4.0%,5.7%,3.4%,5.2%,2.4%,0.0%,0.0%,0.0%,59.8%,44.8%,68.5%
DISCOVER BANK,159,109,50,5.2%,6.8%,3.4%,400332,234790,165541,6.9%,10.4%,4.6%,13.2%,17.4%,4.0%,0.0%,0.0%,0.0%,49.7%,40.4%,70.0%
JEFFERSON CAPITAL SYSTEMS LLC,117,35,82,3.8%,2.2%,5.6%,248384,33860,214524,4.3%,1.5%,6.0%,5.1%,11.4%,2.4%,0.0%,0.0%,0.0%,59.8%,31.4%,72.0%
CAPITAL ONE BANK (USA) NA,114,91,23,3.7%,5.7%,1.6%,221128,180705,40423,3.8%,8.0%,1.1%,8.8%,8.8%,8.7%,0.0%,0.0%,0.0%,35.1%,33.0%,43.5%
EAGLE FINANCE COMPANY,92,32,60,3.0%,2.0%,4.1%,199008,40820,158188,3.4%,1.8%,4.4%,5.4%,12.5%,1.7%,0.0%,0.0%,0.0%,64.1%,34.4%,80.0%
ONEMAIN FINANCIAL GROUP LLC,84,42,42,2.8%,2.6%,2.9%,459529,222344,237186,7.9%,9.8%,6.6%,6.0%,11.9%,0.0%,0.0%,0.0%,0.0%,54.8%,38.1%,71.4%
MIDLAND FUNDING LLC,57,5,52,1.9%,0.3%,3.6%,83556,7150,76407,1.4%,0.3%,2.1%,1.8%,20.0%,0.0%,0.0%,0.0%,0.0%,66.7%,40.0%,69.2%
MARINER FINANCE LLC,56,21,35,1.8%,1.3%,2.4%,139728,48814,90914,2.4%,2.2%,2.5%,12.5%,28.6%,2.9%,0.0%,0.0%,0.0%,64.3%,42.9%,77.1%
