collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
midland credit management inc,34,3,31,19.4%,11.1%,20.9%,0,0,0,0%,0%,0%,17.6%,0.0%,19.4%,52.9%,66.7%,51.6%,88.2%,100.0%,87.1%
lvnv funding llc,24,6,18,13.7%,22.2%,12.2%,0,0,0,0%,0%,0%,8.3%,16.7%,5.6%,41.7%,33.3%,44.4%,91.7%,83.3%,94.4%
portfolio recovery associates llc,23,3,20,13.1%,11.1%,13.5%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,39.1%,66.7%,35.0%,95.7%,100.0%,95.0%
golden valley memorial hospital district d/b/a gvmh,22,11,11,12.6%,40.7%,7.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,36.4%,45.5%,27.3%,95.5%,90.9%,100.0%
capital one bank (usa) na,8,0,8,4.6%,0.0%,5.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,87.5%,0%,87.5%
jefferson capital systems llc,7,1,6,4.0%,3.7%,4.1%,0,0,0,0%,0%,0%,14.3%,0.0%,16.7%,28.6%,0.0%,33.3%,57.1%,0.0%,66.7%
jp morgan chase bank na,5,1,4,2.9%,3.7%,2.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,20.0%,0.0%,25.0%,100.0%,100.0%,100.0%
midland funding llc,4,0,4,2.3%,0.0%,2.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
cardinal loans llc,4,0,4,2.3%,0.0%,2.7%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
bank of america na,4,0,4,2.3%,0.0%,2.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
cavalry spv i llc,4,0,4,2.3%,0.0%,2.7%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
onemain financial group llc,2,1,1,1.1%,3.7%,0.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%,100.0%,100.0%,100.0%
bourland james ldds,2,0,2,1.1%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citibank na,2,0,2,1.1%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
absolute resolutions investments llc,2,0,2,1.1%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
friedrich law office pc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
bothwell anesthesia services,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
greenstate credit union fka university of iowa credit union,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
midwestern health management inc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
velocity investments llc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
barclays bank delaware,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
arc a/a/o ccm hospital,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
genesis health clubs llc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
midamerica accounts control bureau inc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
portfolio recovery associates llc a limited liability compa,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
kirksville missouri hospital company llc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
golden valley memorial hospital district,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
midland credit mgt,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
united telephone company of eastern kansas,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
cach llc,1,0,1,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
