collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,56,12,44,16.5%,22.6%,15.4%,0,0,0,0.0%,0.0%,0.0%,3.6%,8.3%,2.3%,35.7%,25.0%,38.6%,92.9%,75.0%,97.7%
PORTFOLIO RECOVERY ASSOCIATES LLC,48,0,48,14.2%,0.0%,16.8%,0,0,0,0.0%,0.0%,0.0%,6.3%,0.0%,6.3%,35.4%,0.0%,35.4%,100.0%,0.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC - 974 73RD ST W DES MOINES IA,19,2,17,5.6%,3.8%,5.9%,0,0,0,0.0%,0.0%,0.0%,5.3%,0.0%,5.9%,47.4%,50.0%,47.1%,94.7%,100.0%,94.1%
MIDLAND CREDIT MANAGEMENT INC,18,5,13,5.3%,9.4%,4.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,38.9%,20.0%,46.2%,94.4%,100.0%,92.3%
CAVALRY SPV I LLC,14,4,10,4.1%,7.5%,3.5%,0,0,0,0.0%,0.0%,0.0%,7.1%,0.0%,10.0%,50.0%,25.0%,60.0%,92.9%,75.0%,100.0%
FREEMAN HEALTH SYSTEM,11,0,11,3.2%,0.0%,3.8%,0,0,0,0.0%,0.0%,0.0%,9.1%,0.0%,9.1%,9.1%,0.0%,9.1%,81.8%,0.0%,81.8%
NORTHWEST ARKANSAS HOSPITAL LLC FABER & BRAND,10,4,6,2.9%,7.5%,2.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.0%,0.0%,16.7%,100.0%,100.0%,100.0%
CITIBANK NA,10,2,8,2.9%,3.8%,2.8%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,25.0%,90.0%,100.0%,87.5%
CAPITAL ONE BANK (USA) NA,9,2,7,2.7%,3.8%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,55.6%,100.0%,42.9%,100.0%,100.0%,100.0%
BANK OF AMERICA NA,9,3,6,2.7%,5.7%,2.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,44.4%,33.3%,50.0%,100.0%,100.0%,100.0%
PORTFOLIO RECOVERY 707 N 2ND ST ST LOUIS MO,7,0,7,2.1%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,0.0%,42.9%,100.0%,0.0%,100.0%
FREEMAN HEALTH SYSTEMS,7,0,7,2.1%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,14.3%,0.0%,14.3%,42.9%,0.0%,42.9%,100.0%,0.0%,100.0%
METROPOLITAN ST LOUIS SEWER DISTRICT,6,1,5,1.8%,1.9%,1.7%,0,0,0,0.0%,0.0%,0.0%,16.7%,0.0%,20.0%,33.3%,0.0%,40.0%,100.0%,100.0%,100.0%
WAKEFIELD & ASSOCIATES INC,6,1,5,1.8%,1.9%,1.7%,0,0,0,0.0%,0.0%,0.0%,16.7%,0.0%,20.0%,33.3%,100.0%,20.0%,83.3%,100.0%,80.0%
SECOND ROUND SUB LLC - 707 N 2ND STE 308 ST LOUIS MO,6,0,6,1.8%,0.0%,2.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%
MIDLAND FUNDING LLC,5,1,4,1.5%,1.9%,1.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,100.0%,25.0%,100.0%,100.0%,100.0%
