collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
POPLAR BLUFF REGIONAL MEDICAL CENTER LLC,11,2,9,14.7%,18.2%,14.1%,0,0,0,0.0%,0.0%,0.0%,9.1%,0.0%,11.1%,36.4%,50.0%,33.3%,90.9%,50.0%,100.0%
LVNV FUNDING LLC,10,1,9,13.3%,9.1%,14.1%,0,0,0,0.0%,0.0%,0.0%,10.0%,0.0%,11.1%,60.0%,0.0%,66.7%,100.0%,100.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,10,1,9,13.3%,9.1%,14.1%,0,0,0,0.0%,0.0%,0.0%,10.0%,0.0%,11.1%,40.0%,0.0%,44.4%,100.0%,100.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,8,1,7,10.7%,9.1%,10.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,100.0%,71.4%,100.0%,100.0%,100.0%
POPLAR BLUFF REGIONAL MEDICAL CENTER,5,2,3,6.7%,18.2%,4.7%,0,0,0,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%,20.0%,50.0%,0.0%,100.0%,100.0%,100.0%
JEFFERSON CAPITAL SYSTEMS LLC,3,0,3,4.0%,0.0%,4.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,66.7%,100.0%,0.0%,100.0%
MIDLAND FUNDING LLC,3,0,3,4.0%,0.0%,4.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,33.3%,100.0%,0.0%,100.0%
SOUTHEAST MISSOURI HOSPITAL ASSOCIATION,2,1,1,2.7%,9.1%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,100.0%,100.0%,100.0%
WAKEFIELD & ASSOCIATES INC,2,0,2,2.7%,0.0%,3.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%
CAVALRY SPV I LLC,2,1,1,2.7%,9.1%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,50.0%,0.0%,100.0%
MADISON MEDICAL CENTER,2,1,1,2.7%,9.1%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,100.0%,100.0%,100.0%
POPLAR BLUFF REG MED CTR LLC D/B/A POPLAR BLUFF REG MED CTR,2,1,1,2.7%,9.1%,1.6%,0,0,0,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
PORTFOLIO RECOVERY ASSOC.,2,0,2,2.7%,0.0%,3.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CROWN ASSET MANAGEMENT LLC - ST LOUIS,2,0,2,2.7%,0.0%,3.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PBRMC LLC D/B/A PBRMC,2,0,2,2.7%,0.0%,3.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
WILLIS JAMES MICHAEL,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
MOBERLY HOSPITAL COMPANY LLC DBA MOBERLY REGIONAL MED CENTER,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
BANK OF AMERICA NA,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATES LLC - NORFOLK VA,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CAPITAL ONE BANK,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
MOBERLY HOSPITAL COMPANY LLC,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PBRMC INC D/B/A PBRMC,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CITIBANK NA,1,0,1,1.3%,0.0%,1.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
