collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
KIRKSVILLE MISSOURI HOSPITAL COMPANY LLC,574,213,361,68.9%,62.8%,73.1%,0,0,0,0.0%,0.0%,0.0%,2.6%,2.3%,2.8%,29.3%,25.4%,31.6%,89.9%,72.8%,100.0%
LVNV FUNDING LLC,58,37,21,7.0%,10.9%,4.3%,0,0,0,0.0%,0.0%,0.0%,6.9%,5.4%,9.5%,36.2%,29.7%,47.6%,82.8%,73.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,34,11,23,4.1%,3.2%,4.7%,0,0,0,0.0%,0.0%,0.0%,8.8%,0.0%,13.0%,47.1%,27.3%,56.5%,100.0%,100.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,22,9,13,2.6%,2.7%,2.6%,0,0,0,0.0%,0.0%,0.0%,4.5%,0.0%,7.7%,18.2%,33.3%,7.7%,86.4%,66.7%,100.0%
MIDLAND FUNDING LLC,13,8,5,1.6%,2.4%,1.0%,0,0,0,0.0%,0.0%,0.0%,7.7%,12.5%,0.0%,38.5%,25.0%,60.0%,61.5%,37.5%,100.0%
CAPITAL ONE BANK (USA) NA,13,9,4,1.6%,2.7%,0.8%,0,0,0,0.0%,0.0%,0.0%,30.8%,44.4%,0.0%,23.1%,22.2%,25.0%,69.2%,55.6%,100.0%
CAVALRY SPV I LLC,12,5,7,1.4%,1.5%,1.4%,0,0,0,0.0%,0.0%,0.0%,33.3%,20.0%,42.9%,16.7%,20.0%,14.3%,75.0%,40.0%,100.0%
KIRKSVILLE MISSOURI HOSP. CO. D/B/A N.E. REGIONAL MED. CEN.,9,2,7,1.1%,0.6%,1.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,50.0%,28.6%,100.0%,100.0%,100.0%
MOBERLY HOSPITAL COMPANY LLC,8,2,6,1.0%,0.6%,1.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,50.0%,33.3%,87.5%,50.0%,100.0%
BANK OF AMERICA NA,7,3,4,0.8%,0.9%,0.8%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,0.0%,75.0%,71.4%,33.3%,100.0%
PORTFOLIO RECOVERY ASSOCIATES,6,1,5,0.7%,0.3%,1.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,40.0%,100.0%,100.0%,100.0%
CITIBANK NA,6,2,4,0.7%,0.6%,0.8%,0,0,0,0.0%,0.0%,0.0%,16.7%,0.0%,25.0%,33.3%,50.0%,25.0%,100.0%,100.0%,100.0%
JEFFERSON CAPITAL SYSTEMS LLC,5,4,1,0.6%,1.2%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,50.0%,0.0%,100.0%,100.0%,100.0%
WAKEFIELD & ASSOCIATES INC,5,0,5,0.6%,0.0%,1.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,60.0%,0.0%,60.0%,100.0%,0.0%,100.0%
MEYER MCCLAMROCH & WILLIAMS LAW LLC,4,0,4,0.5%,0.0%,0.8%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%
JP MORGAN CHASE BANK NA,4,3,1,0.5%,0.9%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,33.3%,0.0%,100.0%,100.0%,100.0%
NORTHEAST REGIONAL MEDICAL CENTER,3,0,3,0.4%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,66.7%,100.0%,0.0%,100.0%
SECOND ROUND LP,3,2,1,0.4%,0.6%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,50.0%,0.0%,100.0%,100.0%,100.0%
TD BANK USA NA,2,1,1,0.2%,0.3%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
WORLD ACCEPTANCE CORP OF MISSOURI,2,1,1,0.2%,0.3%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
CAPITAL ONE BANK USA NA,2,0,2,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CROWN ASSET MANAGEMENT LLC,2,1,1,0.2%,0.3%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%,100.0%,100.0%,100.0%
THE BENSON LAW FIRM LLC,2,2,0,0.2%,0.6%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
CITIBANK N A,2,2,0,0.2%,0.6%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
