collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
POPLAR BLUFF REGIONAL MEDICAL CENTER LLC DBA PBRMC,141,14,127,29.6%,21.5%,30.9%,0,0,0,0.0%,0.0%,0.0%,10.6%,35.7%,7.9%,32.6%,28.6%,33.1%,97.9%,85.7%,99.2%
MIDLAND CREDIT MANAGEMENT INC,57,15,42,12.0%,23.1%,10.2%,0,0,0,0.0%,0.0%,0.0%,8.8%,6.7%,9.5%,36.8%,40.0%,35.7%,96.5%,93.3%,97.6%
LVNV FUNDING LLC,53,11,42,11.1%,16.9%,10.2%,0,0,0,0.0%,0.0%,0.0%,13.2%,27.3%,9.5%,35.8%,18.2%,40.5%,92.5%,72.7%,97.6%
PORTFOLIO RECOVERY ASSOCIATE LLC,42,3,39,8.8%,4.6%,9.5%,0,0,0,0.0%,0.0%,0.0%,14.3%,33.3%,12.8%,35.7%,33.3%,35.9%,95.2%,66.7%,97.4%
KENNETT HMA LLC,34,3,31,7.1%,4.6%,7.5%,0,0,0,0.0%,0.0%,0.0%,11.8%,0.0%,12.9%,35.3%,66.7%,32.3%,97.1%,100.0%,96.8%
PROFESSIONAL CREDIT MANAGEMENT INC,31,5,26,6.5%,7.7%,6.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,32.3%,20.0%,34.6%,96.8%,80.0%,100.0%
MIDLAND FUNDING LLC,12,1,11,2.5%,1.5%,2.7%,0,0,0,0.0%,0.0%,0.0%,16.7%,0.0%,18.2%,58.3%,100.0%,54.5%,100.0%,100.0%,100.0%
JEFFERSON CAPITAL SYSTEM LLC,11,1,10,2.3%,1.5%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.3%,100.0%,20.0%,100.0%,100.0%,100.0%
SOUTHEAST MISSOURI HOSPITAL ASSOCIATION,10,1,9,2.1%,1.5%,2.2%,0,0,0,0.0%,0.0%,0.0%,20.0%,0.0%,22.2%,70.0%,100.0%,66.7%,100.0%,100.0%,100.0%
CAVALRY SPV I LLC,9,1,8,1.9%,1.5%,1.9%,0,0,0,0.0%,0.0%,0.0%,55.6%,0.0%,62.5%,22.2%,100.0%,12.5%,77.8%,100.0%,75.0%
PROFESSIONAL CREDIT MANAGEMENT INC PETITIONER,7,0,7,1.5%,0.0%,1.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.6%,0.0%,28.6%,100.0%,0.0%,100.0%
CITIBANK NA,6,0,6,1.3%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,16.7%,0.0%,16.7%,66.7%,0.0%,66.7%
CREDIT BUREAU SERVICES AS ASSIGNEE OF CAPE RADIOLOGY GROUP,5,0,5,1.1%,0.0%,1.2%,0,0,0,0.0%,0.0%,0.0%,20.0%,0.0%,20.0%,40.0%,0.0%,40.0%,80.0%,0.0%,80.0%
ABSOLUTE RESOLUTIONS INVESTMENTS LLC,5,0,5,1.1%,0.0%,1.2%,0,0,0,0.0%,0.0%,0.0%,20.0%,0.0%,20.0%,20.0%,0.0%,20.0%,80.0%,0.0%,80.0%
CREDIT BUREAU SERVICES,5,0,5,1.1%,0.0%,1.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,80.0%,0.0%,80.0%,100.0%,0.0%,100.0%
