collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,92,55,37,13.4%,17.2%,10.1%,31577,19170,12406,2.2%,7.4%,1.1%,2.2%,3.6%,0.0%,0.0%,0.0%,0.0%,28.3%,25.5%,32.4%
midland credit management inc,73,38,35,10.6%,11.9%,9.5%,73447,12332,61115,5.1%,4.8%,5.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,41.1%,21.1%,62.9%
portfolio recovery associates llc,49,16,33,7.1%,5.0%,9.0%,43425,11816,31609,3.0%,4.6%,2.7%,2.0%,0.0%,3.0%,0.0%,0.0%,0.0%,46.9%,25.0%,57.6%
capital one bank (usa) na,41,33,8,6.0%,10.3%,2.2%,71784,51086,20698,5.0%,19.7%,1.8%,7.3%,9.1%,0.0%,0.0%,0.0%,0.0%,56.1%,54.5%,62.5%
discover bank,39,20,19,5.7%,6.3%,5.2%,96249,11604,84644,6.7%,4.5%,7.2%,7.7%,15.0%,0.0%,0.0%,0.0%,0.0%,46.2%,25.0%,68.4%
sac finance inc,31,15,16,4.5%,4.7%,4.3%,157410,0,157410,10.9%,0.0%,13.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,38.7%,6.7%,68.8%
jefferson capital systems llc,25,9,16,3.6%,2.8%,4.3%,12842,7150,5692,0.9%,2.8%,0.5%,4.0%,0.0%,6.3%,0.0%,0.0%,0.0%,40.0%,33.3%,43.8%
onemain financial group llc,24,10,14,3.5%,3.1%,3.8%,61066,0,61066,4.2%,0.0%,5.2%,4.2%,10.0%,0.0%,0.0%,0.0%,0.0%,37.5%,10.0%,57.1%
crown asset management llc,20,5,15,2.9%,1.6%,4.1%,42024,3347,38677,2.9%,1.3%,3.3%,5.0%,0.0%,6.7%,0.0%,0.0%,0.0%,85.0%,60.0%,93.3%
cavalry spv i llc,16,9,7,2.3%,2.8%,1.9%,19980,10989,8991,1.4%,4.2%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,56.3%,44.4%,71.4%
citibank na,15,5,10,2.2%,1.6%,2.7%,54851,7973,46877,3.8%,3.1%,4.0%,6.7%,0.0%,10.0%,0.0%,0.0%,0.0%,80.0%,60.0%,90.0%
midland funding llc,14,0,14,2.0%,0.0%,3.8%,24904,0,24904,1.7%,0.0%,2.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,57.1%,0%,57.1%
second round sub llc,14,2,12,2.0%,0.6%,3.3%,13421,0,13421,0.9%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,71.4%,0.0%,83.3%
communitywide federal credit union,13,7,6,1.9%,2.2%,1.6%,35383,0,35383,2.5%,0.0%,3.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,30.8%,0.0%,66.7%
bank of america na,11,3,8,1.6%,0.9%,2.2%,23595,0,23595,1.6%,0.0%,2.0%,9.1%,33.3%,0.0%,0.0%,0.0%,0.0%,54.5%,0.0%,75.0%
heritage acceptance corporation,11,4,7,1.6%,1.3%,1.9%,30368,0,30368,2.1%,0.0%,2.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,45.5%,25.0%,57.1%
unifund ccr llc,9,0,9,1.3%,0.0%,2.4%,11944,0,11944,0.8%,0.0%,1.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
heights finance corporation,8,3,5,1.2%,0.9%,1.4%,20116,4586,15531,1.4%,1.8%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,33.3%,100.0%
mariner finance llc successor in interest to personal finance company llc,7,1,6,1.0%,0.3%,1.6%,28906,0,28906,2.0%,0.0%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,71.4%,0.0%,83.3%
glenbrook credit acceptance corporation,7,1,6,1.0%,0.3%,1.6%,69609,0,69609,4.8%,0.0%,5.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,57.1%,0.0%,66.7%
credit acceptance corp.,6,3,3,0.9%,0.9%,0.8%,15234,0,15234,1.1%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
gateway financial solutions,6,2,4,0.9%,0.6%,1.1%,37724,0,37724,2.6%,0.0%,3.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,100.0%
synchrony bank,6,5,1,0.9%,1.6%,0.3%,4183,2198,1985,0.3%,0.8%,0.2%,16.7%,0.0%,100.0%,0.0%,0.0%,0.0%,33.3%,20.0%,100.0%
wells fargo bank na,5,2,3,0.7%,0.6%,0.8%,16158,0,16158,1.1%,0.0%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%
td bank usa na,5,4,1,0.7%,1.3%,0.3%,12759,12759,0,0.9%,4.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,60.0%,75.0%,0.0%
cavalry spv illc,5,1,4,0.7%,0.3%,1.1%,15248,9081,6167,1.1%,3.5%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,80.0%,100.0%,75.0%
midland credit managementinc,5,2,3,0.7%,0.6%,0.8%,7822,1799,6023,0.5%,0.7%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,80.0%,100.0%,66.7%
cavalry spv i llc as assignee of citibank na,5,5,0,0.7%,1.6%,0.0%,19704,19704,0,1.4%,7.6%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,80.0%,80.0%,0%
cavalry spv i llc as assignee of synchrony bank,4,2,2,0.6%,0.6%,0.5%,11598,5225,6373,0.8%,2.0%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,50.0%,100.0%
carriage place apartments llc,4,4,0,0.6%,1.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
snow & sauerteig llp,3,0,3,0.4%,0.0%,0.8%,20473,0,20473,1.4%,0.0%,1.7%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
teachers credit union,3,1,2,0.4%,0.3%,0.5%,11446,0,11446,0.8%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%
community link federal credit union,3,0,3,0.4%,0.0%,0.8%,33122,0,33122,2.3%,0.0%,2.8%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
absolute resolutions investments llc,3,2,1,0.4%,0.6%,0.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,100.0%
iom health system l.p.,3,0,3,0.4%,0.0%,0.8%,20518,0,20518,1.4%,0.0%,1.7%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
partners 1st federal credit union,3,0,3,0.4%,0.0%,0.8%,20485,0,20485,1.4%,0.0%,1.7%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
