collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,5010,2429,2581,29.1%,44.4%,21.9%,718420,0,718420,23.1%,0.0%,23.2%,0.9%,1.2%,0.7%,40.3%,30.7%,49.3%,76.6%,55.0%,96.9%
PORTFOLIO RECOVERY ASSOCIATES LLC,3388,412,2976,19.7%,7.5%,25.3%,875607,0,875607,28.2%,0.0%,28.3%,1.0%,0.7%,1.1%,59.9%,36.7%,63.1%,93.7%,56.8%,98.8%
MIDLAND FUNDING LLC,2062,43,2019,12.0%,0.8%,17.2%,356253,0,356253,11.5%,0.0%,11.5%,1.0%,0.0%,1.0%,64.4%,23.3%,65.2%,98.4%,53.5%,99.4%
MIDLAND CREDIT MANAGEMENT INC,1449,983,466,8.4%,18.0%,4.0%,248380,0,248380,8.0%,0.0%,8.0%,0.8%,1.0%,0.2%,42.0%,39.9%,46.4%,76.3%,65.6%,98.7%
CAVALRY SPV I LLC,1291,279,1012,7.5%,5.1%,8.6%,254175,0,254175,8.2%,0.0%,8.2%,1.0%,1.4%,0.9%,49.7%,37.6%,53.1%,92.2%,64.5%,99.8%
JEFFERSON CAPITAL SYSTEMS LLC,1099,286,813,6.4%,5.2%,6.9%,185212,0,185212,6.0%,0.0%,6.0%,0.8%,0.7%,0.9%,49.6%,32.5%,55.6%,90.1%,63.3%,99.5%
CREDIT MANAGEMENT CORPORATION,332,108,224,1.9%,2.0%,1.9%,18121,0,18121,0.6%,0.0%,0.6%,0.9%,0.9%,0.9%,72.3%,71.3%,72.8%,95.8%,87.0%,100.0%
CROWN ASSET MANAGEMENT LLC,259,231,28,1.5%,4.2%,0.2%,0,0,0,0.0%,0.0%,0.0%,3.5%,3.5%,3.6%,36.3%,32.9%,64.3%,59.8%,55.0%,100.0%
UNIFUND CORPORATION,205,14,191,1.2%,0.3%,1.6%,113757,0,113757,3.7%,0.0%,3.7%,2.0%,0.0%,2.1%,68.8%,64.3%,69.1%,98.5%,92.9%,99.0%
DNF ASSOCIATES LLC,189,176,13,1.1%,3.2%,0.1%,1041,0,1041,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,54.5%,58.0%,7.7%,77.2%,75.6%,100.0%
SECOND ROUND SUB LLC ASSIGNEE OF COMENITY BANK,160,2,158,0.9%,0.0%,1.3%,25364,0,25364,0.8%,0.0%,0.8%,1.3%,0.0%,1.3%,54.4%,0.0%,55.1%,95.6%,0.0%,96.8%
CREDIT CORP SOLUTIONS INC ASSIGNEE OF SYNCHRONY BANK,141,8,133,0.8%,0.1%,1.1%,24357,0,24357,0.8%,0.0%,0.8%,0.0%,0.0%,0.0%,23.4%,37.5%,22.6%,95.7%,75.0%,97.0%
CREDIT CORP SOLUTIONS INC,120,107,13,0.7%,2.0%,0.1%,4682,0,4682,0.2%,0.0%,0.2%,0.0%,0.0%,0.0%,39.2%,37.4%,53.8%,51.7%,46.7%,92.3%
CROWN ASSET MANAGEMENT LLC ASSIGNEE OF COMENITY BANK,114,4,110,0.7%,0.1%,0.9%,20792,0,20792,0.7%,0.0%,0.7%,0.9%,0.0%,0.9%,49.1%,25.0%,50.0%,93.0%,25.0%,95.5%
SECOND ROUND SUB LLC,92,64,28,0.5%,1.2%,0.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,45.7%,29.7%,82.1%,63.0%,46.9%,100.0%
ABSOLUTE RESOLUTIONS INVESTMENTS LLC,89,25,64,0.5%,0.5%,0.5%,31947,0,31947,1.0%,0.0%,1.0%,3.4%,0.0%,4.7%,55.1%,48.0%,57.8%,98.9%,96.0%,100.0%
