collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,330,216,114,12.2%,14.9%,9.0%,165786,103534,62252,3.2%,4.8%,2.0%,1.8%,2.3%,0.9%,0.0%,0.0%,0.0%,37.6%,34.7%,43.0%
midland credit management inc,320,162,158,11.8%,11.2%,12.5%,337038,129631,207408,6.5%,6.0%,6.8%,2.2%,0.6%,3.8%,0.0%,0.0%,0.0%,42.2%,27.2%,57.6%
portfolio recovery associates llc,272,105,167,10.0%,7.2%,13.2%,312774,85992,226782,6.0%,4.0%,7.4%,1.8%,1.0%,2.4%,0.0%,0.0%,0.0%,47.1%,30.5%,57.5%
capital one bank (usa) na,141,98,43,5.2%,6.8%,3.4%,253025,186965,66061,4.9%,8.7%,2.2%,2.8%,4.1%,0.0%,0.0%,0.0%,0.0%,53.9%,50.0%,62.8%
discover bank,123,87,36,4.5%,6.0%,2.9%,264804,173729,91075,5.1%,8.1%,3.0%,8.1%,5.7%,13.9%,0.0%,0.0%,0.0%,44.7%,36.8%,63.9%
jefferson capital systems llc,104,34,70,3.8%,2.3%,5.5%,101166,22266,78900,1.9%,1.0%,2.6%,3.8%,2.9%,4.3%,0.0%,0.0%,0.0%,44.2%,32.4%,50.0%
purdue federal credit union,85,48,37,3.1%,3.3%,2.9%,365636,84398,281238,7.0%,3.9%,9.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,49.4%,35.4%,67.6%
crown asset management llc,71,37,34,2.6%,2.6%,2.7%,107666,27916,79750,2.1%,1.3%,2.6%,9.9%,10.8%,8.8%,0.0%,0.0%,0.0%,70.4%,59.5%,82.4%
onemain financial group llc,68,43,25,2.5%,3.0%,2.0%,352927,170513,182415,6.8%,8.0%,6.0%,1.5%,2.3%,0.0%,0.0%,0.0%,0.0%,54.4%,37.2%,84.0%
cavalry spv i llc,64,40,24,2.4%,2.8%,1.9%,75421,29467,45954,1.5%,1.4%,1.5%,10.9%,5.0%,20.8%,0.0%,0.0%,0.0%,51.6%,32.5%,83.3%
mariner finance llc successor in interest to personal finance company llc,59,20,39,2.2%,1.4%,3.1%,146280,46516,99763,2.8%,2.2%,3.3%,3.4%,0.0%,5.1%,0.0%,0.0%,0.0%,76.3%,55.0%,87.2%
citibank na,56,31,25,2.1%,2.1%,2.0%,120121,31246,88874,2.3%,1.5%,2.9%,17.9%,9.7%,28.0%,0.0%,0.0%,0.0%,44.6%,22.6%,72.0%
midland funding llc,53,5,48,2.0%,0.3%,3.8%,48480,1221,47259,0.9%,0.1%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,54.7%,40.0%,56.3%
synchrony bank,49,38,11,1.8%,2.6%,0.9%,69473,58501,10971,1.3%,2.7%,0.4%,8.2%,7.9%,9.1%,0.0%,0.0%,0.0%,53.1%,44.7%,81.8%
credit acceptance corp.,38,21,17,1.4%,1.4%,1.3%,114229,30476,83754,2.2%,1.4%,2.7%,2.6%,0.0%,5.9%,0.0%,0.0%,0.0%,44.7%,14.3%,82.4%
lafayette emergency care pc,35,16,19,1.3%,1.1%,1.5%,37714,8492,29222,0.7%,0.4%,1.0%,5.7%,6.3%,5.3%,0.0%,0.0%,0.0%,68.6%,43.8%,89.5%
