collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
ray county memorial hospital,106,26,80,20.2%,10.9%,28.0%,0,0,0,0%,0%,0%,8.5%,3.8%,10.0%,32.1%,3.8%,41.3%,76.4%,19.2%,95.0%
lvnv funding llc,76,53,23,14.5%,22.3%,8.0%,0,0,0,0%,0%,0%,1.3%,1.9%,0.0%,31.6%,32.1%,30.4%,71.1%,58.5%,100.0%
wakefield & associates inc,68,18,50,13.0%,7.6%,17.5%,0,0,0,0%,0%,0%,1.5%,0.0%,2.0%,30.9%,33.3%,30.0%,88.2%,55.6%,100.0%
midland credit management inc,46,17,29,8.8%,7.1%,10.1%,0,0,0,0%,0%,0%,2.2%,0.0%,3.4%,17.4%,0.0%,27.6%,80.4%,47.1%,100.0%
portfolio recovery associates llc,34,9,25,6.5%,3.8%,8.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,29.4%,33.3%,28.0%,88.2%,55.6%,100.0%
cavalry spv i llc,18,7,11,3.4%,2.9%,3.8%,0,0,0,0%,0%,0%,11.1%,0.0%,18.2%,22.2%,0.0%,36.4%,66.7%,28.6%,90.9%
capital one bank (usa) na,18,14,4,3.4%,5.9%,1.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,35.7%,25.0%,66.7%,57.1%,100.0%
bank of america,14,7,7,2.7%,2.9%,2.4%,0,0,0,0%,0%,0%,14.3%,14.3%,14.3%,35.7%,14.3%,57.1%,71.4%,42.9%,100.0%
citibank na,11,8,3,2.1%,3.4%,1.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,18.2%,12.5%,33.3%,54.5%,37.5%,100.0%
midland funding llc,10,2,8,1.9%,0.8%,2.8%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,40.0%,50.0%,37.5%,100.0%,100.0%,100.0%
