collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
MIDLAND CREDIT MANAGEMENT INC,44,19,25,13.7%,11.8%,15.5%,51002,8109,42893,7.6%,4.4%,8.9%,2.3%,0.0%,4.0%,0.0%,0.0%,0.0%,52.3%,26.3%,72.0%
LVNV FUNDING LLC,41,28,13,12.7%,17.4%,8.1%,17066,13499,3567,2.6%,7.3%,0.7%,4.9%,3.6%,7.7%,0.0%,0.0%,0.0%,39.0%,42.9%,30.8%
PORTFOLIO RECOVERY ASSOCIATES LLC,27,8,19,8.4%,5.0%,11.8%,26204,5217,20987,3.9%,2.8%,4.3%,3.7%,12.5%,0.0%,0.0%,0.0%,0.0%,63.0%,25.0%,78.9%
CAPITAL ONE BANK (USA) NA,22,18,4,6.8%,11.2%,2.5%,40464,40464,0,6.1%,21.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,59.1%,66.7%,25.0%
JEFFERSON CAPITAL SYSTEMS LLC,17,1,16,5.3%,0.6%,9.9%,36238,1867,34371,5.4%,1.0%,7.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,82.4%,100.0%,81.3%
DISCOVER BANK,14,7,7,4.3%,4.3%,4.3%,23431,12363,11068,3.5%,6.7%,2.3%,28.6%,0.0%,57.1%,0.0%,0.0%,0.0%,42.9%,57.1%,28.6%
CROWN ASSET MANAGEMENT LLC,13,9,4,4.0%,5.6%,2.5%,10681,8029,2651,1.6%,4.3%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,76.9%,77.8%,75.0%
PARKE COUNTY EMS,12,3,9,3.7%,1.9%,5.6%,4176,0,4176,0.6%,0.0%,0.9%,8.3%,0.0%,11.1%,0.0%,0.0%,0.0%,58.3%,33.3%,66.7%
MIDLAND FUNDING LLC,10,1,9,3.1%,0.6%,5.6%,6281,0,6281,0.9%,0.0%,1.3%,10.0%,0.0%,11.1%,0.0%,0.0%,0.0%,50.0%,0.0%,55.6%
CITIBANK NA,10,6,4,3.1%,3.7%,2.5%,31533,5465,26068,4.7%,2.9%,5.4%,30.0%,16.7%,50.0%,0.0%,0.0%,0.0%,50.0%,33.3%,75.0%
THE MORRIS PLAN COMPANY OF TERRE HAUTE INC,9,5,4,2.8%,3.1%,2.5%,38059,0,38059,5.7%,0.0%,7.9%,11.1%,0.0%,25.0%,0.0%,0.0%,0.0%,33.3%,0.0%,75.0%
SAC FINANCE INC,9,6,3,2.8%,3.7%,1.9%,16142,7522,8619,2.4%,4.1%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,16.7%,66.7%
SYNCHRONY BANK,6,6,0,1.9%,3.7%,0.0%,2620,2620,0,0.4%,1.4%,0.0%,16.7%,16.7%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%
BANK OF AMERICA NA,5,2,3,1.6%,1.2%,1.9%,59796,16913,42883,9.0%,9.1%,8.9%,20.0%,50.0%,0.0%,0.0%,0.0%,0.0%,80.0%,100.0%,66.7%
CAPITAL ONE NA,4,4,0,1.2%,2.5%,0.0%,13556,13556,0,2.0%,7.3%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,75.0%,75.0%,0.0%
ONEMAIN FINANCIAL GROUP LLC,3,1,2,0.9%,0.6%,1.2%,21890,0,21890,3.3%,0.0%,4.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%
NO PLAINTIFF FOUND,3,1,2,0.9%,0.6%,1.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,100.0%,50.0%
CAVALRY SPV I LLC,3,2,1,0.9%,1.2%,0.6%,6696,0,6696,1.0%,0.0%,1.4%,33.3%,50.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,100.0%
CAVALRY SPV I LLC AS ASSIGNEE OF CITIBANK NA,3,3,0,0.9%,1.9%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%
FIRST NATIONAL BANK OF OMAHA,3,3,0,0.9%,1.9%,0.0%,31740,31740,0,4.8%,17.1%,0.0%,66.7%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,66.7%,0.0%
PROFESSIONAL & BUSINESS COLLECTIONS LLC,2,1,1,0.6%,0.6%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
MARINER FINANCE LLC,2,0,2,0.6%,0.0%,1.2%,4589,0,4589,0.7%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
MARINER FINANCE LLC SUCCESSOR IN INTEREST TO PERSONAL FINANCE COMPANY LLC,2,0,2,0.6%,0.0%,1.2%,1237,0,1237,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
UNIFUND CCR LLC,2,0,2,0.6%,0.0%,1.2%,4156,0,4156,0.6%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
FIRST PORTFOLIO VENTURES I LLC,2,0,2,0.6%,0.0%,1.2%,5057,0,5057,0.8%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
HEIGHTS FINANCE CORPORATION,2,0,2,0.6%,0.0%,1.2%,10111,0,10111,1.5%,0.0%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CVI SGP-CO ACQUISITION TRUST,2,0,2,0.6%,0.0%,1.2%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PCA ACQUISITIONS V LLC,2,1,1,0.6%,0.6%,0.6%,1635,0,1635,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
FIRST FINANCIAL BANK NA,2,2,0,0.6%,1.2%,0.0%,28,28,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
BARCLAYS BANK DELAWARE,1,0,1,0.3%,0.0%,0.6%,2729,0,2729,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
ONEMAIN FINANCIAL GROUP LLC SBM ONEMAIN FINANCIAL OF INDIANA INC,1,0,1,0.3%,0.0%,0.6%,5120,0,5120,0.8%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CREDIT ACCEPTANCE CORPORATION,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CASEY STATE BANK,1,0,1,0.3%,0.0%,0.6%,118308,0,118308,17.7%,0.0%,24.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
ABSOLUTE RESOLUTIONS,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
SAC FINANCE,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
THE INDIANA SKIN CANCER CENTER,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PIONEER SERVICES A DIVISION OF MIDCOUNTRY BANK

                               
                                    (INACTIVE PARTICIPANT),1,0,1,0.3%,0.0%,0.6%,6841,0,6841,1.0%,0.0%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CROWN ASSEST MANGEMENT LLC,1,0,1,0.3%,0.0%,0.6%,1292,0,1292,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
UAP CLINIC LLC,1,0,1,0.3%,0.0%,0.6%,1588,0,1588,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
FRIENDLY FINANCE CORPORATION AS ASSIGNEE OF ANY MOHR TOYOTA,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
ABSOLUTE RESOLUTIONS INVESTMENTS LLC,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SECOND ROUND LP,1,0,1,0.3%,0.0%,0.6%,1980,0,1980,0.3%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
HARBIN LLC AS ASSIGNEE OF WHYNOT LEASING LLC,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ROWDY G. WILLIAMS LAW FIRM PC,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SECOND ROUND SUB LLC,1,0,1,0.3%,0.0%,0.6%,1269,0,1269,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
VIGO COUNTY FEDERAL CREDIT UNION,1,0,1,0.3%,0.0%,0.6%,22293,0,22293,3.3%,0.0%,4.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
AMERICAN EXPRESS NATIONAL BANK,1,0,1,0.3%,0.0%,0.6%,17584,0,17584,2.6%,0.0%,3.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATESLLC,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
FRANCISCAN HEALTH CRAWFORDSVILLE,1,0,1,0.3%,0.0%,0.6%,2777,0,2777,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
THREE RIVERS FEDERAL CREDIT UNION,1,0,1,0.3%,0.0%,0.6%,3748,0,3748,0.6%,0.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
TD AUTO FINANCE LLC SUCCESSOR IN INTEREST TO,1,0,1,0.3%,0.0%,0.6%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BAXTER CREDIT UNION,1,1,0,0.3%,0.6%,0.0%,1725,1725,0,0.3%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
HASSLER KONDRAS & MILLER LLP,1,1,0,0.3%,0.6%,0.0%,13,13,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
