collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
MOBERLY HOSPITAL COMPANY LLC D/B/A MOBERLY REGIONAL MEDI,70,25,45,33.3%,28.7%,36.6%,0,0,0,0.0%,0.0%,0.0%,1.4%,4.0%,0.0%,28.6%,20.0%,33.3%,82.9%,52.0%,100.0%
CREDIT BUREAU OF COLUMBIA,16,9,7,7.6%,10.3%,5.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,18.8%,22.2%,14.3%,68.8%,44.4%,100.0%
LVNV FUNDING LLC,15,9,6,7.1%,10.3%,4.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,13.3%,22.2%,0.0%,66.7%,44.4%,100.0%
CHARITON CO AMBULANCE DISTRICT,11,6,5,5.2%,6.9%,4.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,36.4%,50.0%,20.0%,100.0%,100.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,11,5,6,5.2%,5.7%,4.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,54.5%,40.0%,66.7%,90.9%,80.0%,100.0%
CARROLL COUNTY MEMORIAL HOSPITAL,8,4,4,3.8%,4.6%,3.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,50.0%,25.0%,87.5%,75.0%,100.0%
MOBERLY HOSPITAL COMPANY LLC,7,3,4,3.3%,3.4%,3.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,33.3%,0.0%,85.7%,66.7%,100.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,7,2,5,3.3%,2.3%,4.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,0.0%,20.0%,100.0%,100.0%,100.0%
CREDIT BUREAU OF COLUMBIA INC,7,2,5,3.3%,2.3%,4.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,0.0%,60.0%,71.4%,0.0%,100.0%
CAPITAL ONE BANK (USA) NA,6,6,0,2.9%,6.9%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%,83.3%,83.3%,0.0%
