collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
portfolio recovery associates llc,685,461,224,14.3%,18.5%,9.8%,302663,90663,212000,2.7%,3.0%,2.6%,1.5%,1.5%,1.3%,0.0%,0.0%,0.0%,54.2%,60.3%,41.5%
midland credit management inc,395,262,133,8.3%,10.5%,5.8%,349868,146952,202916,3.1%,4.8%,2.5%,0.3%,0.0%,0.8%,0.0%,0.0%,0.0%,31.9%,17.2%,60.9%
discover bank,307,213,94,6.4%,8.6%,4.1%,676779,347708,329071,6.1%,11.4%,4.1%,8.8%,8.5%,9.6%,0.0%,0.0%,0.0%,37.8%,26.8%,62.8%
jefferson capital systems llc,242,75,167,5.1%,3.0%,7.3%,217050,40833,176218,2.0%,1.3%,2.2%,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,35.5%,21.3%,41.9%
communitywide federal credit union,224,107,117,4.7%,4.3%,5.1%,472930,100325,372605,4.3%,3.3%,4.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,17.4%,6.5%,27.4%
heritage acceptance corporation,156,102,54,3.3%,4.1%,2.4%,278674,128265,150409,2.5%,4.2%,1.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,23.1%,17.6%,33.3%
snow & sauerteig llp,149,52,97,3.1%,2.1%,4.2%,253973,424,253549,2.3%,0.0%,3.1%,0.7%,0.0%,1.0%,0.0%,0.0%,0.0%,11.4%,0.0%,17.5%
cavalry spv i llc,135,53,82,2.8%,2.1%,3.6%,294364,86742,207621,2.6%,2.8%,2.6%,10.4%,15.1%,7.3%,0.0%,0.0%,0.0%,51.9%,30.2%,65.9%
onemain financial group llc,109,55,54,2.3%,2.2%,2.4%,699527,242004,457523,6.3%,7.9%,5.7%,0.9%,1.8%,0.0%,0.0%,0.0%,0.0%,64.2%,41.8%,87.0%
credit acceptance corp,97,50,47,2.0%,2.0%,2.1%,234606,67039,167567,2.1%,2.2%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.8%,14.0%,42.6%
bank of america n a,82,34,48,1.7%,1.4%,2.1%,387948,90752,297195,3.5%,3.0%,3.7%,15.9%,14.7%,16.7%,0.0%,0.0%,0.0%,50.0%,26.5%,66.7%
partners 1st federal credit union,82,11,71,1.7%,0.4%,3.1%,729428,80898,648530,6.6%,2.6%,8.1%,2.4%,0.0%,2.8%,0.0%,0.0%,0.0%,89.0%,63.6%,93.0%
three rivers federal credit union,82,28,54,1.7%,1.1%,2.4%,604324,143454,460870,5.4%,4.7%,5.7%,6.1%,7.1%,5.6%,0.0%,0.0%,0.0%,67.1%,39.3%,81.5%
unifund ccr llc,70,6,64,1.5%,0.2%,2.8%,33655,0,33655,0.3%,0.0%,0.4%,1.4%,0.0%,1.6%,0.0%,0.0%,0.0%,38.6%,0.0%,42.2%
midland funding llc,68,7,61,1.4%,0.3%,2.7%,45350,3251,42099,0.4%,0.1%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,63.2%,28.6%,67.2%
wells fargo bank n a,67,31,36,1.4%,1.2%,1.6%,222154,78027,144126,2.0%,2.5%,1.8%,7.5%,6.5%,8.3%,0.0%,0.0%,0.0%,49.3%,29.0%,66.7%
reliable auto finance,60,30,30,1.3%,1.2%,1.3%,140596,61787,78810,1.3%,2.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,30.0%,36.7%
iom health system l p,57,14,43,1.2%,0.6%,1.9%,260719,0,260719,2.3%,0.0%,3.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,29.8%,7.1%,37.2%
synchrony bank,56,38,18,1.2%,1.5%,0.8%,12649,2542,10107,0.1%,0.1%,0.1%,3.6%,5.3%,0.0%,0.0%,0.0%,0.0%,39.3%,13.2%,94.4%
american express national bank,54,43,11,1.1%,1.7%,0.5%,82264,50117,32147,0.7%,1.6%,0.4%,11.1%,11.6%,9.1%,0.0%,0.0%,0.0%,27.8%,18.6%,63.6%
glenbrook credit acceptance corporation,52,13,39,1.1%,0.5%,1.7%,29434,0,29434,0.3%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,7.7%,7.7%
gateway financial solutions,47,21,26,1.0%,0.8%,1.1%,139804,42912,96892,1.3%,1.4%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,38.3%,19.0%,53.8%
t d bank usa n a,41,41,0,0.9%,1.6%,0.0%,2582,2582,0,0.0%,0.1%,0.0%,9.8%,9.8%,0%,0.0%,0.0%,0%,61.0%,61.0%,0%
citibank n a,40,14,26,0.8%,0.6%,1.1%,94656,24228,70429,0.9%,0.8%,0.9%,15.0%,7.1%,19.2%,0.0%,0.0%,0.0%,35.0%,21.4%,42.3%
credit acceptance corporation,38,28,10,0.8%,1.1%,0.4%,141773,92448,49325,1.3%,3.0%,0.6%,2.6%,3.6%,0.0%,0.0%,0.0%,0.0%,34.2%,28.6%,50.0%
sac finance inc,34,14,20,0.7%,0.6%,0.9%,117814,41313,76501,1.1%,1.3%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,32.4%,21.4%,40.0%
ultimate auto deals inc,33,3,30,0.7%,0.1%,1.3%,251211,15576,235634,2.3%,0.5%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,57.6%,33.3%,60.0%
autovest llc of indiana,29,22,7,0.6%,0.9%,0.3%,40445,21497,18948,0.4%,0.7%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,24.1%,22.7%,28.6%
autovest llc,27,1,26,0.6%,0.0%,1.1%,82770,0,82770,0.7%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,44.4%,0.0%,46.2%
partners first federal credit union,27,5,22,0.6%,0.2%,1.0%,217317,24251,193066,2.0%,0.8%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,74.1%,40.0%,81.8%
fort financial credit union,25,11,14,0.5%,0.4%,0.6%,139685,0,139685,1.3%,0.0%,1.7%,4.0%,0.0%,7.1%,0.0%,0.0%,0.0%,44.0%,0.0%,78.6%
total recovery services inc,22,10,12,0.5%,0.4%,0.5%,93711,36314,57396,0.8%,1.2%,0.7%,9.1%,10.0%,8.3%,0.0%,0.0%,0.0%,36.4%,20.0%,50.0%
first national bank of omaha,20,20,0,0.4%,0.8%,0.0%,28744,28744,0,0.3%,0.9%,0.0%,5.0%,5.0%,0%,0.0%,0.0%,0%,20.0%,20.0%,0%
st joseph health system llc,19,3,16,0.4%,0.1%,0.7%,47448,0,47448,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.5%,0.0%,12.5%
capital one bank usa n a,19,14,5,0.4%,0.6%,0.2%,76665,49954,26711,0.7%,1.6%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,52.6%,57.1%,40.0%
fire police city county fcu,18,7,11,0.4%,0.3%,0.5%,71919,8786,63133,0.6%,0.3%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,14.3%,45.5%
lvnv funding llc,18,16,2,0.4%,0.6%,0.1%,17947,17947,0,0.2%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,50.0%
mariner finance llc,18,14,4,0.4%,0.6%,0.2%,79876,72484,7392,0.7%,2.4%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,50.0%
creditmax inc,18,5,13,0.4%,0.2%,0.6%,95704,0,95704,0.9%,0.0%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,92.3%
dupont hospital llc,17,4,13,0.4%,0.2%,0.6%,110232,0,110232,1.0%,0.0%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,17.6%,0.0%,23.1%
nationwide cassel llc,17,6,11,0.4%,0.2%,0.5%,70990,0,70990,0.6%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,47.1%,0.0%,72.7%
prestige financial services,17,14,3,0.4%,0.6%,0.1%,15536,10965,4571,0.1%,0.4%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.8%,7.1%,33.3%
car credit corp,16,3,13,0.3%,0.1%,0.6%,108883,7519,101364,1.0%,0.2%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,93.8%,66.7%,100.0%
ally bank,16,6,10,0.3%,0.2%,0.4%,151866,12312,139554,1.4%,0.4%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,68.8%,33.3%,90.0%
professional financial services of indiana inc,16,8,8,0.3%,0.3%,0.3%,98190,39056,59134,0.9%,1.3%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,50.0%,100.0%
gfs ii llc doing business as gateway financial solutions,16,16,0,0.3%,0.6%,0.0%,6849,6849,0,0.1%,0.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,6.3%,6.3%,0%
oliphant financial llc,15,13,2,0.3%,0.5%,0.1%,21274,0,21274,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.7%,0.0%,50.0%
no plaintiff found,14,8,6,0.3%,0.3%,0.3%,18233,0,18233,0.2%,0.0%,0.2%,35.7%,37.5%,33.3%,0.0%,0.0%,0.0%,28.6%,12.5%,50.0%
reliable auto finance inc,14,2,12,0.3%,0.1%,0.5%,95025,9537,85488,0.9%,0.3%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,78.6%,50.0%,83.3%
teachers credit union,13,1,12,0.3%,0.0%,0.5%,65605,0,65605,0.6%,0.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,76.9%,0.0%,83.3%
