collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,67,23,44,19.5%,43.4%,15.2%,0,0,0,0%,0%,0%,4.5%,4.3%,4.5%,28.4%,30.4%,27.3%,98.5%,100.0%,97.7%
midland credit management inc,47,5,42,13.7%,9.4%,14.5%,0,0,0,0%,0%,0%,4.3%,20.0%,2.4%,29.8%,40.0%,28.6%,100.0%,100.0%,100.0%
portfolio recovery associates llc,38,5,33,11.1%,9.4%,11.4%,0,0,0,0%,0%,0%,10.5%,0.0%,12.1%,13.2%,20.0%,12.1%,97.4%,100.0%,97.0%
midland funding llc,26,1,25,7.6%,1.9%,8.6%,0,0,0,0%,0%,0%,7.7%,0.0%,8.0%,26.9%,100.0%,24.0%,100.0%,100.0%,100.0%
portfolio recovery associates,21,0,21,6.1%,0.0%,7.2%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,19.0%,0%,19.0%,100.0%,0%,100.0%
wakefield & associates inc,19,0,19,5.5%,0.0%,6.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,31.6%,0%,31.6%,100.0%,0%,100.0%
cavalry spv i llc,17,3,14,5.0%,5.7%,4.8%,0,0,0,0%,0%,0%,17.6%,33.3%,14.3%,23.5%,0.0%,28.6%,100.0%,100.0%,100.0%
wakefield and associates inc,11,4,7,3.2%,7.5%,2.4%,0,0,0,0%,0%,0%,9.1%,0.0%,14.3%,36.4%,25.0%,42.9%,100.0%,100.0%,100.0%
jefferson capital systems llc,8,3,5,2.3%,5.7%,1.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,75.0%,66.7%,80.0%,100.0%,100.0%,100.0%
capital one bank (usa) na,7,0,7,2.0%,0.0%,2.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
consumer adjustment company inc,6,0,6,1.7%,0.0%,2.1%,0,0,0,0%,0%,0%,16.7%,0%,16.7%,50.0%,0%,50.0%,100.0%,0%,100.0%
citibank na,6,0,6,1.7%,0.0%,2.1%,0,0,0,0%,0%,0%,16.7%,0%,16.7%,16.7%,0%,16.7%,100.0%,0%,100.0%
j p morgan chase bank,5,0,5,1.5%,0.0%,1.7%,0,0,0,0%,0%,0%,40.0%,0%,40.0%,20.0%,0%,20.0%,100.0%,0%,100.0%
bank of america,5,0,5,1.5%,0.0%,1.7%,0,0,0,0%,0%,0%,40.0%,0%,40.0%,20.0%,0%,20.0%,100.0%,0%,100.0%
velocity investments llc,4,0,4,1.2%,0.0%,1.4%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
barclays bank delaware,4,0,4,1.2%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
capital one bank usa na - st louis,4,0,4,1.2%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ncb management services inc,4,1,3,1.2%,1.9%,1.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,75.0%,0.0%,100.0%,100.0%,100.0%,100.0%
jp morgan chase bank na,3,0,3,0.9%,0.0%,1.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
second round sub llc,3,0,3,0.9%,0.0%,1.0%,0,0,0,0%,0%,0%,66.7%,0%,66.7%,0.0%,0%,0.0%,100.0%,0%,100.0%
washington university physician network,2,0,2,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cavalry spv illc,2,0,2,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
consumer adjustment co inc,2,0,2,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
