collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
portfolio recovery associates llc,118,53,65,13.0%,11.2%,15.1%,111996,36625,75372,5.8%,6.0%,5.7%,3.4%,3.8%,3.1%,0.0%,0.0%,0.0%,42.4%,32.1%,50.8%
lvnv funding llc,112,71,41,12.4%,14.9%,9.5%,46932,20268,26665,2.4%,3.3%,2.0%,3.6%,4.2%,2.4%,0.0%,0.0%,0.0%,28.6%,21.1%,41.5%
midland credit management inc,87,48,39,9.6%,10.1%,9.0%,69217,20278,48938,3.6%,3.3%,3.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,36.8%,16.7%,61.5%
jefferson capital systems llc,49,22,27,5.4%,4.6%,6.3%,48455,16143,32312,2.5%,2.7%,2.4%,2.0%,4.5%,0.0%,0.0%,0.0%,0.0%,53.1%,50.0%,55.6%
discover bank,48,37,11,5.3%,7.8%,2.6%,103389,66452,36938,5.4%,11.0%,2.8%,10.4%,10.8%,9.1%,0.0%,0.0%,0.0%,45.8%,37.8%,72.7%
capital one bank (usa) na,47,34,13,5.2%,7.2%,3.0%,67518,48214,19304,3.5%,8.0%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,51.1%,55.9%,38.5%
citibank na,30,10,20,3.3%,2.1%,4.6%,46649,9537,37112,2.4%,1.6%,2.8%,23.3%,0.0%,35.0%,0.0%,0.0%,0.0%,63.3%,40.0%,75.0%
onemain financial group llc,29,18,11,3.2%,3.8%,2.6%,166792,97080,69711,8.7%,16.0%,5.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,58.6%,55.6%,63.6%
cavalry spv i llc,19,12,7,2.1%,2.5%,1.6%,35675,27760,7915,1.9%,4.6%,0.6%,15.8%,8.3%,28.6%,0.0%,0.0%,0.0%,52.6%,58.3%,42.9%
drive now auto credit company inc,19,13,6,2.1%,2.7%,1.4%,92597,36381,56216,4.8%,6.0%,4.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.1%,23.1%,83.3%
sac finance inc,18,9,9,2.0%,1.9%,2.1%,126737,38626,88111,6.6%,6.4%,6.7%,5.6%,11.1%,0.0%,0.0%,0.0%,0.0%,61.1%,44.4%,77.8%
unifund ccr llc,18,3,15,2.0%,0.6%,3.5%,9066,0,9066,0.5%,0.0%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,60.0%
mariner finance llc successor in interest to personal finance company llc,16,6,10,1.8%,1.3%,2.3%,59718,14215,45504,3.1%,2.3%,3.4%,6.3%,0.0%,10.0%,0.0%,0.0%,0.0%,68.8%,50.0%,80.0%
crown asset management llc,12,3,9,1.3%,0.6%,2.1%,25839,1552,24287,1.3%,0.3%,1.8%,8.3%,0.0%,11.1%,0.0%,0.0%,0.0%,83.3%,66.7%,88.9%
snow & sauerteig llp,11,4,7,1.2%,0.8%,1.6%,66335,0,66335,3.4%,0.0%,5.0%,9.1%,0.0%,14.3%,0.0%,0.0%,0.0%,36.4%,0.0%,57.1%
midland funding llc,11,1,10,1.2%,0.2%,2.3%,7951,0,7951,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,45.5%,0.0%,50.0%
second round sub llc,11,1,10,1.2%,0.2%,2.3%,15385,0,15385,0.8%,0.0%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,81.8%,0.0%,90.0%
