collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,41,27,14,13.8%,17.4%,9.9%,16400,12705,3695,2.2%,7.1%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,29.3%,33.3%,21.4%
PULASKI MEMORIAL HOSPITAL,39,13,26,13.1%,8.4%,18.3%,248784,33204,215581,33.1%,18.5%,37.7%,2.6%,0.0%,3.8%,0.0%,0.0%,0.0%,66.7%,23.1%,88.5%
MIDLAND CREDIT MANAGEMENT INC,31,12,19,10.4%,7.7%,13.4%,41734,17760,23974,5.6%,9.9%,4.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,38.7%,25.0%,47.4%
PORTFOLIO RECOVERY ASSOCIATES LLC,21,12,9,7.1%,7.7%,6.3%,17303,3399,13904,2.3%,1.9%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,33.3%,55.6%
CAPITAL ONE BANK (USA) NA,15,11,4,5.1%,7.1%,2.8%,23146,13926,9220,3.1%,7.8%,1.6%,6.7%,0.0%,25.0%,0.0%,0.0%,0.0%,60.0%,54.5%,75.0%
COMMUNITYWIDE FEDERAL CREDIT UNION,13,6,7,4.4%,3.9%,4.9%,40362,30737,9625,5.4%,17.1%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,30.8%,33.3%,28.6%
JEFFERSON CAPITAL SYSTEMS LLC,10,6,4,3.4%,3.9%,2.8%,15988,2168,13821,2.1%,1.2%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%,100.0%
DISCOVER BANK,10,9,1,3.4%,5.8%,0.7%,17190,9758,7432,2.3%,5.4%,1.3%,10.0%,11.1%,0.0%,0.0%,0.0%,0.0%,30.0%,22.2%,100.0%
SAC FINANCE INC,8,4,4,2.7%,2.6%,2.8%,55850,14462,41387,7.4%,8.1%,7.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,50.0%
CITIBANK NA,7,2,5,2.4%,1.3%,3.5%,38209,3129,35080,5.1%,1.7%,6.1%,28.6%,0.0%,40.0%,0.0%,0.0%,0.0%,57.1%,50.0%,60.0%
