collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,15,11,4,20.0%,23.4%,14.3%,0,0,0,0%,0%,0%,6.7%,0.0%,25.0%,6.7%,9.1%,0.0%,33.3%,18.2%,75.0%
midland credit management inc,8,8,0,10.7%,17.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,25.0%,25.0%,0%,62.5%,62.5%,0%
consumer adjustment company inc,7,5,2,9.3%,10.6%,7.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,14.3%,20.0%,0.0%,42.9%,20.0%,100.0%
portfolio recovery associates llc,5,2,3,6.7%,4.3%,10.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%,80.0%,50.0%,100.0%
credit bureau services of iowa inc,5,5,0,6.7%,10.6%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,20.0%,20.0%,0%
capital one bank (usa) na,4,3,1,5.3%,6.4%,3.6%,0,0,0,0%,0%,0%,25.0%,33.3%,0.0%,25.0%,33.3%,0.0%,100.0%,100.0%,100.0%
wakefield & associates inc,3,0,3,4.0%,0.0%,10.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
midland funding llc,3,1,2,4.0%,2.1%,7.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,100.0%,0.0%,100.0%,100.0%,100.0%
hannibal regional hospital,2,0,2,2.7%,0.0%,7.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
bank of america na,2,1,1,2.7%,2.1%,3.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,100.0%,100.0%,100.0%
kirksville missouri hospital co llc,2,0,2,2.7%,0.0%,7.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ncb management services inc,2,1,1,2.7%,2.1%,3.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,100.0%,100.0%,100.0%
midwestern health management inc,2,2,0,2.7%,4.3%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
jefferson capital systems llc,2,2,0,2.7%,4.3%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
meyer mcclamroch & williams law llc,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
curl hark & holliday llc,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
american multispecialty group inc,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
hannibal clinic operations llc,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
jp morgan chase bank na,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
uhg i llc,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
prairieland fs inc,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
bright side loans llc,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
credit bureau services of ia inc assignee keokuk area hosp,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
credit bureau services,1,0,1,1.3%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
world acceptance corp of mo,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
cavalry spv i llc,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
citibank na,1,1,0,1.3%,2.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%orporation,23,6,17,0.8%,0.4%,1.3%,24905,6917,17988,0.6%,0.4%,0.7%,4.3%,16.7%,0.0%,0.0%,0.0%,0.0%,52.2%,33.3%,58.8%
second round sub llc,23,8,15,0.8%,0.6%,1.1%,21421,5583,15837,0.5%,0.4%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.0%,75.0%,93.3%
eagle finance company,22,11,11,0.8%,0.8%,0.8%,40690,10694,29996,1.0%,0.7%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,45.5%,27.3%,63.6%
