collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,286,178,108,17.5%,20.8%,13.9%,138365,90805,47560,4.0%,7.1%,2.2%,1.0%,1.1%,0.9%,0.0%,0.0%,0.0%,36.0%,36.0%,36.1%
PORTFOLIO RECOVERY ASSOCIATES LLC,175,63,112,10.7%,7.4%,14.4%,164927,42378,122549,4.8%,3.3%,5.6%,1.7%,1.6%,1.8%,0.0%,0.0%,0.0%,50.9%,31.7%,61.6%
MIDLAND CREDIT MANAGEMENT INC,160,91,69,9.8%,10.7%,8.9%,173641,67209,106432,5.0%,5.3%,4.8%,1.3%,2.2%,0.0%,0.0%,0.0%,0.0%,48.1%,36.3%,63.8%
CAPITAL ONE BANK (USA) NA,72,50,22,4.4%,5.9%,2.8%,150619,122148,28471,4.3%,9.6%,1.3%,6.9%,4.0%,13.6%,0.0%,0.0%,0.0%,55.6%,56.0%,54.5%
DISCOVER BANK,69,49,20,4.2%,5.7%,2.6%,246336,147985,98351,7.1%,11.6%,4.5%,8.7%,8.2%,10.0%,0.0%,0.0%,0.0%,49.3%,36.7%,80.0%
JEFFERSON CAPITAL SYSTEMS LLC,64,25,39,3.9%,2.9%,5.0%,49159,2047,47112,1.4%,0.2%,2.1%,1.6%,0.0%,2.6%,0.0%,0.0%,0.0%,34.4%,4.0%,53.8%
CROWN ASSET MANAGEMENT LLC,58,34,24,3.6%,4.0%,3.1%,111583,62916,48668,3.2%,4.9%,2.2%,1.7%,2.9%,0.0%,0.0%,0.0%,0.0%,70.7%,61.8%,83.3%
SAC FINANCE INC,52,36,16,3.2%,4.2%,2.1%,296381,145737,150644,8.5%,11.4%,6.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,51.9%,44.4%,68.8%
CAVALRY SPV I LLC,35,21,14,2.1%,2.5%,1.8%,53505,9056,44449,1.5%,0.7%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,14.3%,78.6%
MIDLAND FUNDING LLC,31,1,30,1.9%,0.1%,3.9%,22955,0,22955,0.7%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,61.3%,0.0%,63.3%
ONEMAIN FINANCIAL GROUP LLC,31,16,15,1.9%,1.9%,1.9%,142637,48875,93762,4.1%,3.8%,4.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,58.1%,37.5%,80.0%
CITIBANK NA,30,11,19,1.8%,1.3%,2.4%,91978,22249,69730,2.6%,1.7%,3.2%,13.3%,9.1%,15.8%,0.0%,0.0%,0.0%,60.0%,36.4%,73.7%
SYNCHRONY BANK,25,21,4,1.5%,2.5%,0.5%,22872,20460,2412,0.7%,1.6%,0.1%,4.0%,0.0%,25.0%,0.0%,0.0%,0.0%,44.0%,33.3%,100.0%
UNIFUND CCR LLC,24,2,22,1.5%,0.2%,2.8%,23112,0,23112,0.7%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,54.5%
MARINER FINANCE LLC SUCCESSOR IN INTEREST TO PERSONAL FINANCE COMPANY LLC,19,9,10,1.2%,1.1%,1.3%,85614,31738,53876,2.5%,2.5%,2.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,73.7%,55.6%,90.0%
DRIVE NOW AUTO CREDIT COMPANY INC,18,12,6,1.1%,1.4%,0.8%,116328,70212,46116,3.4%,5.5%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,58.3%,83.3%
SECOND ROUND SUB LLC,18,7,11,1.1%,0.8%,1.4%,16156,3983,12172,0.5%,0.3%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,61.1%,28.6%,81.8%
DNF ASSOCIATES LLC,18,18,0,1.1%,2.1%,0.0%,1292,1292,0,0.0%,0.1%,0.0%,5.6%,5.6%,0.0%,0.0%,0.0%,0.0%,5.6%,5.6%,0.0%
HEIGHTS FINANCE CORPORATION,13,4,9,0.8%,0.5%,1.2%,36273,14125,22148,1.0%,1.1%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,61.5%,50.0%,66.7%
THE FAIRMOUNT STATE BANK,12,12,0,0.7%,1.4%,0.0%,24771,24771,0,0.7%,1.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
BANK OF AMERICA NA,11,6,5,0.7%,0.7%,0.6%,22269,6806,15463,0.6%,0.5%,0.7%,9.1%,16.7%,0.0%,0.0%,0.0%,0.0%,54.5%,33.3%,80.0%
